date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:55:05	9717/9717	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2007:13:48%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/custom.css?ver=6.2.2	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/custom3781.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:05	8144/8144	---M-Z	200	added ('OK')	text/css	date:Wed,%2015%20Mar%202023%2020:46:38%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/responsive.css?ver=6.2.2	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/responsive3781.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:06	96/96	---M--	200	added ('OK')	text/css	date:Mon,%2010%20Oct%202022%2018:36:00%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/color.css?ver=6.2.2	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/color3781.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:08	19443/19443	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:08	83564/83564	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.13.2	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/css/frontend-lite.min2e9d.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:08	16471/16471	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:09	1099/1099	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:29:13%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-6.css?ver=1683970153	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-6a9b1.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:09	9475/9475	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:30:38%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/global.css?ver=1683970238	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/global8fc3.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:10	29507/29507	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:34:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-85.css?ver=1683970499	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/elementor/css/post-858c6d.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:10	57912/57912	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:10	677/677	---M-Z	200	added ('OK')	text/css	date:Sat,%2013%20May%202023%2009:28:59%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:11	4194/4194	---M-Z	200	added ('OK')	text/css	date:Fri,%2014%20Apr%202023%2002:19:33%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/flaticon.css?ver=1.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/css/flaticon5152.css	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:11	89815/89815	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2023:56:32%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-includes/js/jquery/jquery.min.js?ver=3.6.4	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-includes/js/jquery/jquery.min5aed.js	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:11	13424/13424	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Mar%202023%2023:56:32%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:12	83512/83512	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:25:10%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/85	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/wp/v2/pages/85.json	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:12	176574/176574	---MCZ	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:25:10%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:13	924/924	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jul%202023%2014:25:11%20GMT	https://wp1.themevibrant.com/newwp/buildnox/xmlrpc.php?rsd	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/xmlrpc0db0.php	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:14	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2006:19:12%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-includes/wlwmanifest.xml	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-includes/wlwmanifest.xml	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:14	2495/2495	---M-Z	200	added ('OK')	application/json	date:Sun,%2009%20Jul%202023%2014:25:12%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2F	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embedabe8.json	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:14	2555/2555	---M-Z	200	added ('OK')	text/xml	date:Sun,%2009%20Jul%202023%2014:25:12%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp1.themevibrant.com%2Fnewwp%2Fbuildnox%2F&format=xml	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-json/oembed/1.0/embed4517	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:15	2628/2628	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2010:06:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo-light.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo-light.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:15	556/556	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2009%20Mar%202023%2015:21:28%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/menu.svg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/menu.svg	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:15	2556/2556	---M--	200	added ('OK')	image/png	date:Tue,%2028%20Mar%202023%2010:06:16%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/logo.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:16	1324/1324	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2015:34:42%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-7__mapmarker.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-7__mapmarker.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:16	145780/145780	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:13%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-2/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-2/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:16	132914/132914	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-3/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-3/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:17	153471/153471	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-4/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-4/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:17	109744/109744	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-5/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-5/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:17	146658/146658	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:14%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-6/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-6/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:17	830/830	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2015:34:36%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-8__envelop.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-8__envelop.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:18	129065/129065	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:15%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-7/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-7/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:18	900/900	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2015:34:28%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-9__phone.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-9__phone.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:18	73523/73523	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:15%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-8/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-8/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:18	155210/155210	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:16%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-9/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-9/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:18	1229/1229	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2015:34:48%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-10__clock.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/themes/buildnox/assets/images/icons/icon-10__clock.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:19	98652/98652	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:16%20GMT	https://wp1.themevibrant.com/newwp/buildnox/about/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/about/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:19	43824/43824	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2000:54:05%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/banner-1.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/banner-1.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:19	78078/78078	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/services-style-01/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/services-style-01/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:19	111435/111435	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/home-page-10/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/home-page-10/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:20	105385/105385	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/services-style-02/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/services-style-02/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:20	83081/83081	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:17%20GMT	https://wp1.themevibrant.com/newwp/buildnox/service-details/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/service-details/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:20	80137/80137	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:18%20GMT	https://wp1.themevibrant.com/newwp/buildnox/projects-style-01/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/projects-style-01/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:20	392772/392772	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202023%2000:54:36%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-2.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-2.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	556369/556369	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202023%2000:54:32%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-1.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-1.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	82060/82060	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:18%20GMT	https://wp1.themevibrant.com/newwp/buildnox/projects-style-02/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/projects-style-02/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	80526/80526	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:18%20GMT	https://wp1.themevibrant.com/newwp/buildnox/projects-style-03/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/projects-style-03/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	63667/63667	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20Mar%202023%2006:57:29%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-1.jpg	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/image-1.jpg	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	288/288	---M--	200	added ('OK')	image/png	date:Thu,%2030%20Mar%202023%2006:57:49%20GMT	https://wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/shape-1.png	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/wp-content/uploads/2023/03/shape-1.png	(from https://wp1.themevibrant.com/newwp/buildnox/)
19:55:21	60212/60212	---MCZ	200	added ('OK')	text/html	date:Sun,%2009%20Jul%202023%2014:25:19%20GMT	https://wp1.themevibrant.com/newwp/buildnox/project/renovation-of-roof/	C:/Users/Acer/Desktop/sahal/wp1.themevibrant.com/newwp/buildnox/project/renovation-of-roof/index.html	(from https://wp1.themevibrant.com/newwp/buildnox/)
